区分,種類,対象,時間軸(年次),管区警察局,/認知・検挙件数・検挙人員,認知件数【件】,検挙件数【件】,検挙率【%】,検挙人員【人】
重要犯罪,強制わいせつ,,2007年,三重県,,91,26,28.6,19
重要犯罪,強制わいせつ,,2007年,近畿管区,,"1,632",586,35.9,379
重要犯罪,強制わいせつ,,2007年,滋賀県,,69,26,37.7,27
重要犯罪,強制わいせつ,,2007年,京都府,,192,103,53.6,49
重要犯罪,強制わいせつ,,2007年,大阪府,,878,248,28.2,167
重要犯罪,強制わいせつ,,2007年,兵庫県,,383,140,36.6,89
重要犯罪,強制わいせつ,,2007年,奈良県,,65,36,55.4,28
重要犯罪,強制わいせつ,,2007年,和歌山県,,45,33,73.3,19
重要犯罪,強制わいせつ,,2007年,中国管区,,391,181,46.3,125
重要犯罪,強制わいせつ,,2007年,鳥取県,,32,21,65.6,7
重要犯罪,強制わいせつ,,2007年,島根県,,16,8,50,5
重要犯罪,強制わいせつ,,2007年,岡山県,,76,26,34.2,20
重要犯罪,強制わいせつ,,2007年,広島県,,221,86,38.9,60
重要犯罪,強制わいせつ,,2007年,山口県,,46,40,87,33
重要犯罪,強制わいせつ,,2007年,四国管区,,155,89,57.4,46
重要犯罪,強制わいせつ,,2007年,徳島県,,20,10,50,4
重要犯罪,強制わいせつ,,2007年,香川県,,38,31,81.6,13
重要犯罪,強制わいせつ,,2007年,愛媛県,,52,30,57.7,16
重要犯罪,強制わいせつ,,2007年,高知県,,45,18,40,13
重要犯罪,強制わいせつ,,2007年,九州管区,,809,392,48.5,236
重要犯罪,強制わいせつ,,2007年,福岡県,,424,167,39.4,92
重要犯罪,強制わいせつ,,2007年,佐賀県,,46,28,60.9,16
重要犯罪,強制わいせつ,,2007年,長崎県,,83,39,47,29
重要犯罪,強制わいせつ,,2007年,熊本県,,81,44,54.3,29
重要犯罪,強制わいせつ,,2007年,大分県,,26,22,84.6,8
重要犯罪,強制わいせつ,,2007年,宮崎県,,49,19,38.8,11
重要犯罪,強制わいせつ,,2007年,鹿児島県,,39,34,87.2,22
重要犯罪,強制わいせつ,,2007年,沖縄県,,61,39,63.9,29
重要犯罪,強制わいせつ,,2006年,全国,,"8,326","3,779",45.4,"2,254"
重要犯罪,強制わいせつ,,2006年,北海道,,370,174,47,103
重要犯罪,強制わいせつ,,2006年,札幌方面,,255,112,43.9,68
重要犯罪,強制わいせつ,,2006年,函館方面,,25,10,40,5
重要犯罪,強制わいせつ,,2006年,旭川方面,,30,12,40,9
重要犯罪,強制わいせつ,,2006年,釧路方面,,33,13,39.4,10
重要犯罪,強制わいせつ,,2006年,北見方面,,27,27,100,11
重要犯罪,強制わいせつ,,2006年,東北管区,,393,218,55.5,98
重要犯罪,強制わいせつ,,2006年,青森県,,28,13,46.4,7
重要犯罪,強制わいせつ,,2006年,岩手県,,36,25,69.4,16
重要犯罪,強制わいせつ,,2006年,宮城県,,167,92,55.1,26
重要犯罪,強制わいせつ,,2006年,秋田県,,23,24,104.3,9
重要犯罪,強制わいせつ,,2006年,山形県,,29,16,55.2,10
重要犯罪,強制わいせつ,,2006年,福島県,,110,48,43.6,30
重要犯罪,強制わいせつ,,2006年,東京都,,"1,091",634,58.1,474
重要犯罪,強制わいせつ,,2006年,関東管区,,"2,339","1,058",45.2,603
重要犯罪,強制わいせつ,,2006年,茨城県,,185,60,32.4,32
重要犯罪,強制わいせつ,,2006年,栃木県,,146,47,32.2,32
重要犯罪,強制わいせつ,,2006年,群馬県,,93,36,38.7,31
重要犯罪,強制わいせつ,,2006年,埼玉県,,489,203,41.5,118
重要犯罪,強制わいせつ,,2006年,千葉県,,312,140,44.9,76
重要犯罪,強制わいせつ,,2006年,神奈川県,,548,311,56.8,185
重要犯罪,強制わいせつ,,2006年,新潟県,,174,75,43.1,37
重要犯罪,強制わいせつ,,2006年,山梨県,,52,27,51.9,19
重要犯罪,強制わいせつ,,2006年,長野県,,83,40,48.2,17
重要犯罪,強制わいせつ,,2006年,静岡県,,257,119,46.3,56
重要犯罪,強制わいせつ,,2006年,中部管区,,861,359,41.7,185
重要犯罪,強制わいせつ,,2006年,富山県,,48,64,133.3,12
重要犯罪,強制わいせつ,,2006年,石川県,,38,26,68.4,9
重要犯罪,強制わいせつ,,2006年,福井県,,21,9,42.9,7
重要犯罪,強制わいせつ,,2006年,岐阜県,,115,65,56.5,25
重要犯罪,強制わいせつ,,2006年,愛知県,,512,168,32.8,117
重要犯罪,強制わいせつ,,2006年,三重県,,127,27,21.3,15
重要犯罪,強制わいせつ,,2006年,近畿管区,,"1,785",592,33.2,377
重要犯罪,強制わいせつ,,2006年,滋賀県,,73,36,49.3,18
重要犯罪,強制わいせつ,,2006年,京都府,,218,93,42.7,57
重要犯罪,強制わいせつ,,2006年,大阪府,,946,259,27.4,176
重要犯罪,強制わいせつ,,2006年,兵庫県,,448,143,31.9,88
重要犯罪,強制わいせつ,,2006年,奈良県,,50,39,78,19
重要犯罪,強制わいせつ,,2006年,和歌山県,,50,22,44,19
重要犯罪,強制わいせつ,,2006年,中国管区,,445,225,50.6,133
重要犯罪,強制わいせつ,,2006年,鳥取県,,29,25,86.2,14
重要犯罪,強制わいせつ,,2006年,島根県,,22,10,45.5,7
重要犯罪,強制わいせつ,,2006年,岡山県,,88,50,56.8,25
重要犯罪,強制わいせつ,,2006年,広島県,,264,106,40.2,68
重要犯罪,強制わいせつ,,2006年,山口県,,42,34,81,19
重要犯罪,強制わいせつ,,2006年,四国管区,,188,120,63.8,43
重要犯罪,強制わいせつ,,2006年,徳島県,,38,14,36.8,11
重要犯罪,強制わいせつ,,2006年,香川県,,36,23,63.9,11
重要犯罪,強制わいせつ,,2006年,愛媛県,,74,67,90.5,14
重要犯罪,強制わいせつ,,2006年,高知県,,40,16,40,7
重要犯罪,強制わいせつ,,2006年,九州管区,,854,399,46.7,238
重要犯罪,強制わいせつ,,2006年,福岡県,,449,171,38.1,94
重要犯罪,強制わいせつ,,2006年,佐賀県,,39,10,25.6,11
重要犯罪,強制わいせつ,,2006年,長崎県,,85,33,38.8,28
重要犯罪,強制わいせつ,,2006年,熊本県,,84,44,52.4,21
重要犯罪,強制わいせつ,,2006年,大分県,,31,22,71,13
重要犯罪,強制わいせつ,,2006年,宮崎県,,41,21,51.2,16
重要犯罪,強制わいせつ,,2006年,鹿児島県,,66,56,84.8,18
重要犯罪,強制わいせつ,,2006年,沖縄県,,59,42,71.2,37
重要窃盗犯,,,2016年,全国,,"95,302","52,040",54.6,"9,600"
重要窃盗犯,,,2016年,北海道,,"3,347","2,376",71,377
重要窃盗犯,,,2016年,札幌方面,,"2,448","1,768",72.2,234
重要窃盗犯,,,2016年,函館方面,,283,254,89.8,44
重要窃盗犯,,,2016年,旭川方面,,278,181,65.1,36
重要窃盗犯,,,2016年,釧路方面,,273,133,48.7,46
重要窃盗犯,,,2016年,北見方面,,65,40,61.5,17
重要窃盗犯,,,2016年,東北管区,,"5,597","2,997",53.5,577
重要窃盗犯,,,2016年,青森県,,505,199,39.4,103
重要窃盗犯,,,2016年,岩手県,,394,237,60.2,84
重要窃盗犯,,,2016年,宮城県,,"2,043","1,060",51.9,161
重要窃盗犯,,,2016年,秋田県,,392,257,65.6,69
重要窃盗犯,,,2016年,山形県,,507,429,84.6,64
重要窃盗犯,,,2016年,福島県,,"1,756",815,46.4,96
重要窃盗犯,,,2016年,東京都,,"7,676","5,743",74.8,"1,163"
重要窃盗犯,,,2016年,関東管区,,"33,619","16,432",48.9,"2,173"
重要窃盗犯,,,2016年,茨城県,,"5,778","3,199",55.4,173
重要窃盗犯,,,2016年,栃木県,,"1,960",729,37.2,90
重要窃盗犯,,,2016年,群馬県,,"1,689","1,201",71.1,173
重要窃盗犯,,,2016年,埼玉県,,"6,100","3,024",49.6,501
重要窃盗犯,,,2016年,千葉県,,"7,533","2,304",30.6,304
重要窃盗犯,,,2016年,神奈川県,,"5,123","2,967",57.9,445
重要窃盗犯,,,2016年,新潟県,,"1,559",892,57.2,152
重要窃盗犯,,,2016年,山梨県,,717,411,57.3,51
重要窃盗犯,,,2016年,長野県,,"1,248",701,56.2,107
重要窃盗犯,,,2016年,静岡県,,"1,912","1,004",52.5,177
重要窃盗犯,,,2016年,中部管区,,"14,570","6,821",46.8,"1,057"
重要窃盗犯,,,2016年,富山県,,645,327,50.7,65
重要窃盗犯,,,2016年,石川県,,771,532,69,143
重要窃盗犯,,,2016年,福井県,,363,298,82.1,63
重要窃盗犯,,,2016年,岐阜県,,"1,811",678,37.4,125
重要窃盗犯,,,2016年,愛知県,,"9,033","3,918",43.4,515
重要窃盗犯,,,2016年,三重県,,"1,947","1,068",54.9,146
重要窃盗犯,,,2016年,近畿管区,,"15,915","7,089",44.5,"1,958"
重要窃盗犯,,,2016年,滋賀県,,799,592,74.1,118
重要窃盗犯,,,2016年,京都府,,"1,256","1,049",83.5,191
重要窃盗犯,,,2016年,大阪府,,"8,398","2,551",30.4,921
重要窃盗犯,,,2016年,兵庫県,,"3,962","2,081",52.5,552
重要窃盗犯,,,2016年,奈良県,,780,368,47.2,76
重要窃盗犯,,,2016年,和歌山県,,720,448,62.2,100
重要窃盗犯,,,2016年,中国管区,,"3,257","2,091",64.2,558
重要窃盗犯,,,2016年,鳥取県,,231,203,87.9,37
重要窃盗犯,,,2016年,島根県,,297,202,68,44
重要窃盗犯,,,2016年,岡山県,,947,556,58.7,163
重要窃盗犯,,,2016年,広島県,,"1,248",689,55.2,158
重要窃盗犯,,,2016年,山口県,,534,441,82.6,156
重要窃盗犯,,,2016年,四国管区,,"2,375","1,885",79.4,471
重要窃盗犯,,,2016年,徳島県,,361,335,92.8,49
重要窃盗犯,,,2016年,香川県,,478,373,78,81
重要窃盗犯,,,2016年,愛媛県,,931,754,81,258
重要窃盗犯,,,2016年,高知県,,605,423,69.9,83
重要窃盗犯,,,2016年,九州管区,,"8,946","6,606",73.8,"1,266"
重要窃盗犯,,,2016年,福岡県,,"5,008","3,826",76.4,480
重要窃盗犯,,,2016年,佐賀県,,450,232,51.6,50
重要窃盗犯,,,2016年,長崎県,,378,223,59,54
重要窃盗犯,,,2016年,熊本県,,766,684,89.3,144
重要窃盗犯,,,2016年,大分県,,330,415,125.8,93
重要窃盗犯,,,2016年,宮崎県,,491,328,66.8,60
重要窃盗犯,,,2016年,鹿児島県,,794,438,55.2,145
重要窃盗犯,,,2016年,沖縄県,,729,460,63.1,240
重要窃盗犯,,,2015年,全国,,"108,558","57,108",52.6,"10,328"
重要窃盗犯,,,2015年,北海道,,"3,879","1,824",47,440
重要窃盗犯,,,2015年,札幌方面,,"2,705","1,232",45.5,259
重要窃盗犯,,,2015年,函館方面,,333,153,45.9,38
重要窃盗犯,,,2015年,旭川方面,,390,193,49.5,64
重要窃盗犯,,,2015年,釧路方面,,340,176,51.8,51
重要窃盗犯,,,2015年,北見方面,,111,70,63.1,28
重要窃盗犯,,,2015年,東北管区,,"5,634","3,225",57.2,658
重要窃盗犯,,,2015年,青森県,,515,449,87.2,138
重要窃盗犯,,,2015年,岩手県,,471,352,74.7,87
重要窃盗犯,,,2015年,宮城県,,"2,086",910,43.6,199
重要窃盗犯,,,2015年,秋田県,,270,173,64.1,63
重要窃盗犯,,,2015年,山形県,,448,399,89.1,58
重要窃盗犯,,,2015年,福島県,,"1,844",942,51.1,113
重要窃盗犯,,,2015年,東京都,,"9,145","7,477",81.8,"1,215"
重要窃盗犯,,,2015年,関東管区,,"36,270","18,093",49.9,"2,321"
重要窃盗犯,,,2015年,茨城県,,"6,274","2,376",37.9,220
重要窃盗犯,,,2015年,栃木県,,"2,109",986,46.8,94
重要窃盗犯,,,2015年,群馬県,,"2,025","1,125",55.6,202
重要窃盗犯,,,2015年,埼玉県,,"6,608","3,494",52.9,532
重要窃盗犯,,,2015年,千葉県,,"7,364","3,905",53,342
重要窃盗犯,,,2015年,神奈川県,,"6,036","3,347",55.5,481
重要窃盗犯,,,2015年,新潟県,,"1,538",757,49.2,128
重要窃盗犯,,,2015年,山梨県,,934,300,32.1,49
重要窃盗犯,,,2015年,長野県,,"1,208",502,41.6,101
重要窃盗犯,,,2015年,静岡県,,"2,174","1,301",59.8,172
重要窃盗犯,,,2015年,中部管区,,"17,321","7,212",41.6,"1,053"
重要窃盗犯,,,2015年,富山県,,621,221,35.6,59
重要窃盗犯,,,2015年,石川県,,"1,024",604,59,132
重要窃盗犯,,,2015年,福井県,,459,292,63.6,90
重要窃盗犯,,,2015年,岐阜県,,"2,217","1,145",51.6,133
重要窃盗犯,,,2015年,愛知県,,"10,915","3,663",33.6,509
重要窃盗犯,,,2015年,三重県,,"2,085","1,287",61.7,130
重要窃盗犯,,,2015年,近畿管区,,"18,157","7,068",38.9,"2,117"
重要窃盗犯,,,2015年,滋賀県,,962,723,75.2,147
重要窃盗犯,,,2015年,京都府,,"1,475",825,55.9,221
重要窃盗犯,,,2015年,大阪府,,"9,289","2,329",25.1,928
重要窃盗犯,,,2015年,兵庫県,,"4,689","2,069",44.1,538
重要窃盗犯,,,2015年,奈良県,,870,409,47,97
重要窃盗犯,,,2015年,和歌山県,,872,713,81.8,186
重要窃盗犯,,,2015年,中国管区,,"3,848","2,401",62.4,619
重要窃盗犯,,,2015年,鳥取県,,302,192,63.6,46
重要窃盗犯,,,2015年,島根県,,324,285,88,46
重要窃盗犯,,,2015年,岡山県,,"1,370",790,57.7,161
重要窃盗犯,,,2015年,広島県,,"1,235",754,61.1,195
重要窃盗犯,,,2015年,山口県,,617,380,61.6,171
重要窃盗犯,,,2015年,四国管区,,"3,063","2,372",77.4,533
重要窃盗犯,,,2015年,徳島県,,399,388,97.2,50
重要窃盗犯,,,2015年,香川県,,603,380,63,96
重要窃盗犯,,,2015年,愛媛県,,"1,423","1,139",80,300
重要窃盗犯,,,2015年,高知県,,638,465,72.9,87
重要窃盗犯,,,2015年,九州管区,,"11,241","7,436",66.2,"1,372"
重要窃盗犯,,,2015年,福岡県,,"6,894","4,893",71,496
重要窃盗犯,,,2015年,佐賀県,,425,360,84.7,59
重要窃盗犯,,,2015年,長崎県,,379,219,57.8,59
重要窃盗犯,,,2015年,熊本県,,887,673,75.9,180
重要窃盗犯,,,2015年,大分県,,425,335,78.8,117
重要窃盗犯,,,2015年,宮崎県,,605,307,50.7,78
重要窃盗犯,,,2015年,鹿児島県,,832,268,32.2,129
重要窃盗犯,,,2015年,沖縄県,,794,381,48,254
重要窃盗犯,,,2014年,全国,,"120,488","61,999",51.5,"10,958"
重要窃盗犯,,,2014年,北海道,,"4,082","2,359",57.8,421
重要窃盗犯,,,2014年,札幌方面,,"2,782","1,544",55.5,233
重要窃盗犯,,,2014年,函館方面,,306,114,37.3,48
重要窃盗犯,,,2014年,旭川方面,,505,421,83.4,54
重要窃盗犯,,,2014年,釧路方面,,346,170,49.1,64
重要窃盗犯,,,2014年,北見方面,,143,110,76.9,22
重要窃盗犯,,,2014年,東北管区,,"5,733","3,038",53,656
重要窃盗犯,,,2014年,青森県,,531,346,65.2,131
重要窃盗犯,,,2014年,岩手県,,456,274,60.1,63
重要窃盗犯,,,2014年,宮城県,,"2,051","1,026",50,201
重要窃盗犯,,,2014年,秋田県,,281,210,74.7,64
重要窃盗犯,,,2014年,山形県,,419,341,81.4,56
重要窃盗犯,,,2014年,福島県,,"1,995",841,42.2,141
重要窃盗犯,,,2014年,東京都,,"10,335","7,596",73.5,"1,214"
重要窃盗犯,,,2014年,関東管区,,"40,271","21,950",54.5,"2,562"
重要窃盗犯,,,2014年,茨城県,,"5,968","3,052",51.1,239
重要窃盗犯,,,2014年,栃木県,,"2,361","1,172",49.6,141
重要窃盗犯,,,2014年,群馬県,,"2,119","1,466",69.2,203
重要窃盗犯,,,2014年,埼玉県,,"7,601","4,563",60,509
重要窃盗犯,,,2014年,千葉県,,"9,541","4,782",50.1,419
重要窃盗犯,,,2014年,神奈川県,,"6,616","3,928",59.4,493
重要窃盗犯,,,2014年,新潟県,,"1,508",746,49.5,160
重要窃盗犯,,,2014年,山梨県,,918,327,35.6,48
重要窃盗犯,,,2014年,長野県,,"1,450",821,56.6,119
重要窃盗犯,,,2014年,静岡県,,"2,189","1,093",49.9,231
重要窃盗犯,,,2014年,中部管区,,"19,464","7,087",36.4,"1,067"
重要窃盗犯,,,2014年,富山県,,713,255,35.8,55
重要窃盗犯,,,2014年,石川県,,"1,051",601,57.2,134
重要窃盗犯,,,2014年,福井県,,539,505,93.7,83
重要窃盗犯,,,2014年,岐阜県,,"2,427","1,298",53.5,157
重要窃盗犯,,,2014年,愛知県,,"12,392","3,047",24.6,464
重要窃盗犯,,,2014年,三重県,,"2,342","1,381",59,174
重要窃盗犯,,,2014年,近畿管区,,"21,040","8,471",40.3,"2,421"
重要窃盗犯,,,2014年,滋賀県,,990,711,71.8,153
重要窃盗犯,,,2014年,京都府,,"1,752",965,55.1,249
重要窃盗犯,,,2014年,大阪府,,"11,498","3,528",30.7,"1,269"
重要窃盗犯,,,2014年,兵庫県,,"4,931","2,176",44.1,511
重要窃盗犯,,,2014年,奈良県,,961,525,54.6,73
重要窃盗犯,,,2014年,和歌山県,,908,566,62.3,166
重要窃盗犯,,,2014年,中国管区,,"4,186","2,631",62.9,642
重要窃盗犯,,,2014年,鳥取県,,319,285,89.3,55
重要窃盗犯,,,2014年,島根県,,323,204,63.2,53
重要窃盗犯,,,2014年,岡山県,,"1,331",640,48.1,161
重要窃盗犯,,,2014年,広島県,,"1,631","1,009",61.9,228
重要窃盗犯,,,2014年,山口県,,582,493,84.7,145
重要窃盗犯,,,2014年,四国管区,,"3,009","1,970",65.5,557
重要窃盗犯,,,2014年,徳島県,,498,379,76.1,74
重要窃盗犯,,,2014年,香川県,,678,413,60.9,98
重要窃盗犯,,,2014年,愛媛県,,"1,282",827,64.5,302
重要窃盗犯,,,2014年,高知県,,551,351,63.7,83
重要窃盗犯,,,2014年,九州管区,,"12,368","6,897",55.8,"1,418"
重要窃盗犯,,,2014年,福岡県,,"7,597","4,336",57.1,510
重要窃盗犯,,,2014年,佐賀県,,610,416,68.2,66
重要窃盗犯,,,2014年,長崎県,,461,342,74.2,80
重要窃盗犯,,,2014年,熊本県,,994,468,47.1,160
重要窃盗犯,,,2014年,大分県,,400,261,65.3,105
重要窃盗犯,,,2014年,宮崎県,,632,250,39.6,74
重要窃盗犯,,,2014年,鹿児島県,,882,388,44,176
重要窃盗犯,,,2014年,沖縄県,,792,436,55.1,247
重要窃盗犯,,,2013年,全国,,"142,259","67,521",47.5,"12,052"
重要窃盗犯,,,2013年,北海道,,"4,177","2,644",63.3,482
重要窃盗犯,,,2013年,札幌方面,,"2,847","1,539",54.1,283
重要窃盗犯,,,2013年,函館方面,,395,238,60.3,47
重要窃盗犯,,,2013年,旭川方面,,396,379,95.7,71
重要窃盗犯,,,2013年,釧路方面,,424,262,61.8,52
重要窃盗犯,,,2013年,北見方面,,115,226,196.5,29
重要窃盗犯,,,2013年,東北管区,,"6,068","3,343",55.1,628
重要窃盗犯,,,2013年,青森県,,426,268,62.9,127
重要窃盗犯,,,2013年,岩手県,,520,323,62.1,75
重要窃盗犯,,,2013年,宮城県,,"2,460","1,247",50.7,214
重要窃盗犯,,,2013年,秋田県,,382,333,87.2,55
重要窃盗犯,,,2013年,山形県,,403,390,96.8,56
重要窃盗犯,,,2013年,福島県,,"1,877",782,41.7,101
重要窃盗犯,,,2013年,東京都,,"11,986","7,709",64.3,"1,272"
重要窃盗犯,,,2013年,関東管区,,"50,661","22,627",44.7,"2,637"
重要窃盗犯,,,2013年,茨城県,,"7,456","2,017",27.1,192
重要窃盗犯,,,2013年,栃木県,,"2,736","1,282",46.9,132
重要窃盗犯,,,2013年,群馬県,,"2,490","1,718",69,251
重要窃盗犯,,,2013年,埼玉県,,"9,042","5,052",55.9,557
重要窃盗犯,,,2013年,千葉県,,"12,706","4,407",34.7,406
重要窃盗犯,,,2013年,神奈川県,,"8,987","4,197",46.7,494
重要窃盗犯,,,2013年,新潟県,,"1,719",663,38.6,159
重要窃盗犯,,,2013年,山梨県,,"1,154",503,43.6,61
重要窃盗犯,,,2013年,長野県,,"1,632",899,55.1,147
重要窃盗犯,,,2013年,静岡県,,"2,739","1,889",69,238
重要窃盗犯,,,2013年,中部管区,,"22,713","8,702",38.3,"1,139"
重要窃盗犯,,,2013年,富山県,,650,206,31.7,76
重要窃盗犯,,,2013年,石川県,,941,458,48.7,107
